id,label,id_label,color
955,STR D1 Gaba_5,0955 STR D1 Gaba_5,#3491ba
956,STR D1 Gaba_5,0956 STR D1 Gaba_5,#15508e
957,STR D1 Gaba_5,0957 STR D1 Gaba_5,#7513dd
958,STR D1 Gaba_6,0958 STR D1 Gaba_6,#73FFA5
959,STR D1 Gaba_6,0959 STR D1 Gaba_6,#d6041c
960,STR D1 Gaba_7,0960 STR D1 Gaba_7,#068e01
961,STR D1 Gaba_8,0961 STR D1 Gaba_8,#64a4fc
962,STR D1 Gaba_8,0962 STR D1 Gaba_8,#9300FF
963,STR D1 Gaba_8,0963 STR D1 Gaba_8,#12913f
964,STR D1 Gaba_9,0964 STR D1 Gaba_9,#b77905
965,STR D2 Gaba_1,0965 STR D2 Gaba_1,#224b8e
966,STR D2 Gaba_1,0966 STR D2 Gaba_1,#99221e
967,STR D2 Gaba_1,0967 STR D2 Gaba_1,#f7e540
968,STR D2 Gaba_1,0968 STR D2 Gaba_1,#a5d858
969,STR D2 Gaba_1,0969 STR D2 Gaba_1,#aa2326
970,STR D2 Gaba_1,0970 STR D2 Gaba_1,#3b92b5
971,STR D2 Gaba_1,0971 STR D2 Gaba_1,#1d747f
972,STR D2 Gaba_2,0972 STR D2 Gaba_2,#85db15
973,STR D2 Gaba_2,0973 STR D2 Gaba_2,#00bf26
974,STR D2 Gaba_2,0974 STR D2 Gaba_2,#db0279
975,STR D2 Gaba_2,0975 STR D2 Gaba_2,#3cc92a
976,STR D2 Gaba_2,0976 STR D2 Gaba_2,#d64d9d
977,STR D2 Gaba_2,0977 STR D2 Gaba_2,#7038b5
978,STR D2 Gaba_3,0978 STR D2 Gaba_3,#0c7f7f
979,STR D2 Gaba_4,0979 STR D2 Gaba_4,#a51c29
980,STR D2 Gaba_4,0980 STR D2 Gaba_4,#f20995
981,STR D2 Gaba_4,0981 STR D2 Gaba_4,#078c3c
982,STR D2 Gaba_4,0982 STR D2 Gaba_4,#93c13e
983,STR D2 Gaba_5,0983 STR D2 Gaba_5,#f4853a
984,STR D2 Gaba_5,0984 STR D2 Gaba_5,#4A1799
985,STR D2 Gaba_5,0985 STR D2 Gaba_5,#d9e24f
986,STR D2 Gaba_6,0986 STR D2 Gaba_6,#70f990
987,STR D2 Gaba_6,0987 STR D2 Gaba_6,#8a03c4
988,STR D2 Gaba_6,0988 STR D2 Gaba_6,#85f43f
989,STR D2 Gaba_7,0989 STR D2 Gaba_7,#af4333
990,STR D1 Sema5a Gaba_1,0990 STR D1 Sema5a Gaba_1,#62e0dc
991,STR D1 Sema5a Gaba_1,0991 STR D1 Sema5a Gaba_1,#53edd3
992,STR D1 Sema5a Gaba_2,0992 STR D1 Sema5a Gaba_2,#351ee8
993,STR D1 Sema5a Gaba_2,0993 STR D1 Sema5a Gaba_2,#e52779
994,STR D1 Sema5a Gaba_2,0994 STR D1 Sema5a Gaba_2,#be22d6
995,STR D1 Sema5a Gaba_2,0995 STR D1 Sema5a Gaba_2,#be62e0
996,STR D1 Sema5a Gaba_2,0996 STR D1 Sema5a Gaba_2,#9ae248
997,STR D1 Sema5a Gaba_3,0997 STR D1 Sema5a Gaba_3,#d7ff47
998,STR D1 Sema5a Gaba_3,0998 STR D1 Sema5a Gaba_3,#d34c04
999,STR D1 Sema5a Gaba_4,0999 STR D1 Sema5a Gaba_4,#7c33a0
1000,STR D1 Sema5a Gaba_4,1000 STR D1 Sema5a Gaba_4,#b8f725
1001,STR-PAL Chst9 Gaba_1,1001 STR-PAL Chst9 Gaba_1,#69319e
1002,STR-PAL Chst9 Gaba_1,1002 STR-PAL Chst9 Gaba_1,#a3e02a
1003,STR-PAL Chst9 Gaba_1,1003 STR-PAL Chst9 Gaba_1,#e56d49
1004,STR-PAL Chst9 Gaba_2,1004 STR-PAL Chst9 Gaba_2,#3af277
1005,STR-PAL Chst9 Gaba_2,1005 STR-PAL Chst9 Gaba_2,#42229b
1006,STR-PAL Chst9 Gaba_2,1006 STR-PAL Chst9 Gaba_2,#9a61f4
1007,STR-PAL Chst9 Gaba_2,1007 STR-PAL Chst9 Gaba_2,#090272
1008,STR-PAL Chst9 Gaba_3,1008 STR-PAL Chst9 Gaba_3,#6443c6
1009,STR-PAL Chst9 Gaba_3,1009 STR-PAL Chst9 Gaba_3,#149b75
1010,STR-PAL Chst9 Gaba_3,1010 STR-PAL Chst9 Gaba_3,#159601
1011,STR-PAL Chst9 Gaba_4,1011 STR-PAL Chst9 Gaba_4,#376bba
1012,STR-PAL Chst9 Gaba_4,1012 STR-PAL Chst9 Gaba_4,#bc9512
1013,STR-PAL Chst9 Gaba_5,1013 STR-PAL Chst9 Gaba_5,#f75dc4
1014,STR-PAL Chst9 Gaba_5,1014 STR-PAL Chst9 Gaba_5,#9b0bc6
1015,STR-PAL Chst9 Gaba_5,1015 STR-PAL Chst9 Gaba_5,#d343a1
1016,IA Mgp Gaba_1,1016 IA Mgp Gaba_1,#d11294
1017,IA Mgp Gaba_1,1017 IA Mgp Gaba_1,#27e52d
1018,IA Mgp Gaba_1,1018 IA Mgp Gaba_1,#f963f2
1019,IA Mgp Gaba_2,1019 IA Mgp Gaba_2,#a80115
1020,IA Mgp Gaba_2,1020 IA Mgp Gaba_2,#dd529a
1021,IA Mgp Gaba_3,1021 IA Mgp Gaba_3,#c67a43
1022,IA Mgp Gaba_3,1022 IA Mgp Gaba_3,#ce1a4a
1023,IA Mgp Gaba_3,1023 IA Mgp Gaba_3,#c42948
1024,IA Mgp Gaba_4,1024 IA Mgp Gaba_4,#53d6bc
1025,IA Mgp Gaba_5,1025 IA Mgp Gaba_5,#b64dd6
1026,IA Mgp Gaba_5,1026 IA Mgp Gaba_5,#2ecc3e
1027,IA Mgp Gaba_5,1027 IA Mgp Gaba_5,#f4666d
1028,NDB-SI-ant Prdm12 Gaba_1,1028 NDB-SI-ant Prdm12 Gaba_1,#0b8276
1029,NDB-SI-ant Prdm12 Gaba_1,1029 NDB-SI-ant Prdm12 Gaba_1,#e25214
1030,NDB-SI-ant Prdm12 Gaba_1,1030 NDB-SI-ant Prdm12 Gaba_1,#28e2ca
1031,NDB-SI-ant Prdm12 Gaba_1,1031 NDB-SI-ant Prdm12 Gaba_1,#2bd2e5
1032,NDB-SI-ant Prdm12 Gaba_1,1032 NDB-SI-ant Prdm12 Gaba_1,#d65231
1033,NDB-SI-ant Prdm12 Gaba_1,1033 NDB-SI-ant Prdm12 Gaba_1,#c7f263
1034,NDB-SI-ant Prdm12 Gaba_1,1034 NDB-SI-ant Prdm12 Gaba_1,#794aef
1035,NDB-SI-ant Prdm12 Gaba_1,1035 NDB-SI-ant Prdm12 Gaba_1,#f9399c
1036,NDB-SI-ant Prdm12 Gaba_1,1036 NDB-SI-ant Prdm12 Gaba_1,#f24395
1037,NDB-SI-ant Prdm12 Gaba_1,1037 NDB-SI-ant Prdm12 Gaba_1,#91ed47
1038,NDB-SI-ant Prdm12 Gaba_2,1038 NDB-SI-ant Prdm12 Gaba_2,#f25df7
1039,NDB-SI-ant Prdm12 Gaba_3,1039 NDB-SI-ant Prdm12 Gaba_3,#c4540f
1040,NDB-SI-ant Prdm12 Gaba_3,1040 NDB-SI-ant Prdm12 Gaba_3,#33bbdd
1041,NDB-SI-ant Prdm12 Gaba_4,1041 NDB-SI-ant Prdm12 Gaba_4,#fc64d1
1042,LSX Sall3 Pax6 Gaba_1,1042 LSX Sall3 Pax6 Gaba_1,#58b8ef
1043,LSX Sall3 Pax6 Gaba_1,1043 LSX Sall3 Pax6 Gaba_1,#d13ef2
1044,LSX Sall3 Pax6 Gaba_2,1044 LSX Sall3 Pax6 Gaba_2,#6cf7eb
1045,LSX Sall3 Pax6 Gaba_2,1045 LSX Sall3 Pax6 Gaba_2,#eab631
1046,LSX Sall3 Pax6 Gaba_2,1046 LSX Sall3 Pax6 Gaba_2,#319316
1047,LSX Sall3 Pax6 Gaba_2,1047 LSX Sall3 Pax6 Gaba_2,#bf3ce8
1048,LSX Sall3 Pax6 Gaba_2,1048 LSX Sall3 Pax6 Gaba_2,#2fb543
1049,LSX Sall3 Pax6 Gaba_2,1049 LSX Sall3 Pax6 Gaba_2,#83FF73
1050,LSX Otx2 Gaba_1,1050 LSX Otx2 Gaba_1,#4B3DCC
1051,LSX Otx2 Gaba_1,1051 LSX Otx2 Gaba_1,#ce7a58
1052,LSX Otx2 Gaba_2,1052 LSX Otx2 Gaba_2,#34c5db
1053,LSX Otx2 Gaba_2,1053 LSX Otx2 Gaba_2,#7af45f
1054,LSX Otx2 Gaba_2,1054 LSX Otx2 Gaba_2,#dd424c
1055,LSX Otx2 Gaba_3,1055 LSX Otx2 Gaba_3,#ef8869
1056,LSX Otx2 Gaba_3,1056 LSX Otx2 Gaba_3,#144572
1057,LSX Otx2 Gaba_3,1057 LSX Otx2 Gaba_3,#e0182c
1058,LSX Otx2 Gaba_3,1058 LSX Otx2 Gaba_3,#a9e02a
1059,LSX Otx2 Gaba_3,1059 LSX Otx2 Gaba_3,#d34e37
1060,LSX Otx2 Gaba_3,1060 LSX Otx2 Gaba_3,#f75dfc
1061,LSX Otx2 Gaba_3,1061 LSX Otx2 Gaba_3,#51c91e
1062,LSX Otx2 Gaba_3,1062 LSX Otx2 Gaba_3,#dbbf1e
1063,LSX Otx2 Gaba_3,1063 LSX Otx2 Gaba_3,#8e0f2d
1064,LSX Otx2 Gaba_4,1064 LSX Otx2 Gaba_4,#8de549
1065,LSX Otx2 Gaba_4,1065 LSX Otx2 Gaba_4,#6748e2
1066,LSX Otx2 Gaba_4,1066 LSX Otx2 Gaba_4,#1820ba
1067,LSX Otx2 Gaba_4,1067 LSX Otx2 Gaba_4,#31d639
1068,LSX Otx2 Gaba_4,1068 LSX Otx2 Gaba_4,#935C99
1069,LSX Otx2 Gaba_5,1069 LSX Otx2 Gaba_5,#ba7c27
1070,LSX Otx2 Gaba_5,1070 LSX Otx2 Gaba_5,#9e1442
1071,LSX Otx2 Gaba_5,1071 LSX Otx2 Gaba_5,#56ffe5
1072,LSX Otx2 Gaba_5,1072 LSX Otx2 Gaba_5,#1cb274
1073,LSX Otx2 Gaba_5,1073 LSX Otx2 Gaba_5,#77CC3D
1074,LSX Nkx2-1 Gaba_1,1074 LSX Nkx2-1 Gaba_1,#997A17
1075,LSX Nkx2-1 Gaba_1,1075 LSX Nkx2-1 Gaba_1,#b73562
1076,LSX Nkx2-1 Gaba_2,1076 LSX Nkx2-1 Gaba_2,#ea33de
1077,LSX Nkx2-1 Gaba_2,1077 LSX Nkx2-1 Gaba_2,#ff7023
1078,LSX Nkx2-1 Gaba_2,1078 LSX Nkx2-1 Gaba_2,#073160
1079,LSX Nkx2-1 Gaba_2,1079 LSX Nkx2-1 Gaba_2,#f7bc65
1080,LSX Nkx2-1 Gaba_2,1080 LSX Nkx2-1 Gaba_2,#e23199
1081,LSX Nkx2-1 Gaba_2,1081 LSX Nkx2-1 Gaba_2,#0a4984
1082,LSX Nkx2-1 Gaba_2,1082 LSX Nkx2-1 Gaba_2,#83ce3d
1083,LSX Nkx2-1 Gaba_2,1083 LSX Nkx2-1 Gaba_2,#ea17d5
1084,LSX Nkx2-1 Gaba_2,1084 LSX Nkx2-1 Gaba_2,#d64481
1085,LSX Nkx2-1 Gaba_2,1085 LSX Nkx2-1 Gaba_2,#108da0
1086,LSX Nkx2-1 Gaba_2,1086 LSX Nkx2-1 Gaba_2,#243fb7
1087,LSX Nkx2-1 Gaba_2,1087 LSX Nkx2-1 Gaba_2,#660F1C
1088,LSX Nkx2-1 Gaba_3,1088 LSX Nkx2-1 Gaba_3,#5c03a5
1089,LSX Nkx2-1 Gaba_3,1089 LSX Nkx2-1 Gaba_3,#b77b0c
1090,LSX Nkx2-1 Gaba_3,1090 LSX Nkx2-1 Gaba_3,#79FF73
1091,LSX Nkx2-1 Gaba_3,1091 LSX Nkx2-1 Gaba_3,#660F33
1092,LSX Nkx2-1 Gaba_3,1092 LSX Nkx2-1 Gaba_3,#3D5866
1093,LSX Nkx2-1 Gaba_4,1093 LSX Nkx2-1 Gaba_4,#1FCC9B
1094,LSX Nkx2-1 Gaba_4,1094 LSX Nkx2-1 Gaba_4,#CC7AAE
1095,LSX Nkx2-1 Gaba_4,1095 LSX Nkx2-1 Gaba_4,#C14DFF
1096,LSX Nkx2-1 Gaba_4,1096 LSX Nkx2-1 Gaba_4,#1a8207
1097,LSX Nkx2-1 Gaba_5,1097 LSX Nkx2-1 Gaba_5,#e2dd31
1098,LSX Nkx2-1 Gaba_5,1098 LSX Nkx2-1 Gaba_5,#03707c
1099,LSX Nkx2-1 Gaba_5,1099 LSX Nkx2-1 Gaba_5,#417fa3
1100,LSX Nkx2-1 Gaba_5,1100 LSX Nkx2-1 Gaba_5,#4952af
1101,LSX Nkx2-1 Gaba_6,1101 LSX Nkx2-1 Gaba_6,#6af7ed
1102,LSX Nkx2-1 Gaba_6,1102 LSX Nkx2-1 Gaba_6,#c95b20
1103,LSX Nkx2-1 Gaba_6,1103 LSX Nkx2-1 Gaba_6,#992E3D
1104,LSX Nkx2-1 Gaba_7,1104 LSX Nkx2-1 Gaba_7,#e03aca
1105,LSX Nkx2-1 Gaba_7,1105 LSX Nkx2-1 Gaba_7,#40c970
1106,LSX Nkx2-1 Gaba_7,1106 LSX Nkx2-1 Gaba_7,#33662E
1107,LSX Nkx2-1 Gaba_7,1107 LSX Nkx2-1 Gaba_7,#53d1b5
1108,LSX Nkx2-1 Gaba_8,1108 LSX Nkx2-1 Gaba_8,#540582
1109,LSX Nkx2-1 Gaba_8,1109 LSX Nkx2-1 Gaba_8,#0ea35d
1110,LSX Nkx2-1 Gaba_8,1110 LSX Nkx2-1 Gaba_8,#122d75
1111,LSX Nkx2-1 Gaba_9,1111 LSX Nkx2-1 Gaba_9,#b512e2
1112,LSX Nkx2-1 Gaba_10,1112 LSX Nkx2-1 Gaba_10,#652393
1113,LSX Nkx2-1 Gaba_11,1113 LSX Nkx2-1 Gaba_11,#152cd8
1114,LSX Nkx2-1 Gaba_11,1114 LSX Nkx2-1 Gaba_11,#8f2dff
1115,LSX Prdm12 Slit2 Gaba_1,1115 LSX Prdm12 Slit2 Gaba_1,#bc11bf
1116,LSX Prdm12 Slit2 Gaba_1,1116 LSX Prdm12 Slit2 Gaba_1,#0d3870
1117,LSX Prdm12 Slit2 Gaba_1,1117 LSX Prdm12 Slit2 Gaba_1,#e26e63
1118,LSX Prdm12 Slit2 Gaba_1,1118 LSX Prdm12 Slit2 Gaba_1,#49cc52
1119,LSX Prdm12 Slit2 Gaba_1,1119 LSX Prdm12 Slit2 Gaba_1,#c46929
1120,LSX Prdm12 Slit2 Gaba_1,1120 LSX Prdm12 Slit2 Gaba_1,#6227a5
1121,LSX Prdm12 Slit2 Gaba_1,1121 LSX Prdm12 Slit2 Gaba_1,#98c438
1122,LSX Prdm12 Slit2 Gaba_1,1122 LSX Prdm12 Slit2 Gaba_1,#4E663D
1123,LSX Prdm12 Slit2 Gaba_1,1123 LSX Prdm12 Slit2 Gaba_1,#62995C
1124,LSX Prdm12 Slit2 Gaba_2,1124 LSX Prdm12 Slit2 Gaba_2,#a855cc
1125,LSX Prdm12 Slit2 Gaba_2,1125 LSX Prdm12 Slit2 Gaba_2,#f2db46
1126,LSX Prdm12 Slit2 Gaba_2,1126 LSX Prdm12 Slit2 Gaba_2,#3DC0CC
1127,LSX Prdm12 Slit2 Gaba_2,1127 LSX Prdm12 Slit2 Gaba_2,#ed9407
1128,LSX Prdm12 Slit2 Gaba_2,1128 LSX Prdm12 Slit2 Gaba_2,#bbed5e
1129,LSX Prdm12 Slit2 Gaba_2,1129 LSX Prdm12 Slit2 Gaba_2,#8f43c1
1130,LSX Prdm12 Slit2 Gaba_2,1130 LSX Prdm12 Slit2 Gaba_2,#d051f7
1131,LSX Prdm12 Slit2 Gaba_3,1131 LSX Prdm12 Slit2 Gaba_3,#f248cd
1132,LSX Prdm12 Slit2 Gaba_3,1132 LSX Prdm12 Slit2 Gaba_3,#3b4b99
1133,LSX Prdm12 Slit2 Gaba_3,1133 LSX Prdm12 Slit2 Gaba_3,#8e10c9
1134,LSX Prdm12 Slit2 Gaba_3,1134 LSX Prdm12 Slit2 Gaba_3,#e24675
1135,LSX Prdm12 Slit2 Gaba_3,1135 LSX Prdm12 Slit2 Gaba_3,#3c959b
1136,LSX Prdm12 Slit2 Gaba_3,1136 LSX Prdm12 Slit2 Gaba_3,#734dd6
1137,LSX Prdm12 Slit2 Gaba_4,1137 LSX Prdm12 Slit2 Gaba_4,#00CC56
1138,LSX Prdm12 Slit2 Gaba_4,1138 LSX Prdm12 Slit2 Gaba_4,#FFA999
1139,LSX Prdm12 Slit2 Gaba_5,1139 LSX Prdm12 Slit2 Gaba_5,#DEFF4D
1140,LSX Prdm12 Slit2 Gaba_5,1140 LSX Prdm12 Slit2 Gaba_5,#3814c9
1141,LSX Prdm12 Slit2 Gaba_5,1141 LSX Prdm12 Slit2 Gaba_5,#4bd89b
1142,LSX Prdm12 Slit2 Gaba_5,1142 LSX Prdm12 Slit2 Gaba_5,#7647bc
1143,LSX Prdm12 Slit2 Gaba_6,1143 LSX Prdm12 Slit2 Gaba_6,#675dd3
1144,LSX Prdm12 Slit2 Gaba_6,1144 LSX Prdm12 Slit2 Gaba_6,#d0d62c
1145,LSX Prdm12 Slit2 Gaba_7,1145 LSX Prdm12 Slit2 Gaba_7,#14a883
1146,LSX Prdm12 Slit2 Gaba_7,1146 LSX Prdm12 Slit2 Gaba_7,#6141d8
1147,LSX Prdm12 Slit2 Gaba_8,1147 LSX Prdm12 Slit2 Gaba_8,#1b4ea0
1148,LSX Prdm12 Slit2 Gaba_9,1148 LSX Prdm12 Slit2 Gaba_9,#d8c454
1149,LSX Prdm12 Zeb2 Gaba_1,1149 LSX Prdm12 Zeb2 Gaba_1,#f99922
1150,LSX Prdm12 Zeb2 Gaba_1,1150 LSX Prdm12 Zeb2 Gaba_1,#0da83b
1151,LSX Prdm12 Zeb2 Gaba_1,1151 LSX Prdm12 Zeb2 Gaba_1,#E573FF
1152,LSX Prdm12 Zeb2 Gaba_1,1152 LSX Prdm12 Zeb2 Gaba_1,#3E2E66
1153,LSX Prdm12 Zeb2 Gaba_1,1153 LSX Prdm12 Zeb2 Gaba_1,#FF73B1
1154,LSX Prdm12 Zeb2 Gaba_1,1154 LSX Prdm12 Zeb2 Gaba_1,#bf3537
1155,LSX Prdm12 Zeb2 Gaba_1,1155 LSX Prdm12 Zeb2 Gaba_1,#40e22b
1156,LSX Prdm12 Zeb2 Gaba_1,1156 LSX Prdm12 Zeb2 Gaba_1,#db41aa
1157,LSX Prdm12 Zeb2 Gaba_1,1157 LSX Prdm12 Zeb2 Gaba_1,#66f95e
1158,LSX Prdm12 Zeb2 Gaba_2,1158 LSX Prdm12 Zeb2 Gaba_2,#bc1428
1159,LSX Prdm12 Zeb2 Gaba_2,1159 LSX Prdm12 Zeb2 Gaba_2,#64c5e5
1160,LSX Prdm12 Zeb2 Gaba_2,1160 LSX Prdm12 Zeb2 Gaba_2,#3be20d
1161,LSX Prdm12 Zeb2 Gaba_2,1161 LSX Prdm12 Zeb2 Gaba_2,#8e1505
1162,LSX Prdm12 Zeb2 Gaba_3,1162 LSX Prdm12 Zeb2 Gaba_3,#bf162a
1163,LSX Prdm12 Zeb2 Gaba_3,1163 LSX Prdm12 Zeb2 Gaba_3,#461487
1164,LSX Prdm12 Zeb2 Gaba_3,1164 LSX Prdm12 Zeb2 Gaba_3,#64bf28
1165,LSX Prdm12 Zeb2 Gaba_3,1165 LSX Prdm12 Zeb2 Gaba_3,#d8975b
1166,LSX Prdm12 Zeb2 Gaba_4,1166 LSX Prdm12 Zeb2 Gaba_4,#ce2bd1
1167,LSX Prdm12 Zeb2 Gaba_4,1167 LSX Prdm12 Zeb2 Gaba_4,#1d3799
1168,LSX Prdm12 Zeb2 Gaba_5,1168 LSX Prdm12 Zeb2 Gaba_5,#f48e69
1169,LSX Prdm12 Zeb2 Gaba_5,1169 LSX Prdm12 Zeb2 Gaba_5,#e55090
1170,LSX Prdm12 Zeb2 Gaba_5,1170 LSX Prdm12 Zeb2 Gaba_5,#c14b20
1171,LSX Prdm12 Zeb2 Gaba_5,1171 LSX Prdm12 Zeb2 Gaba_5,#098724
1172,LSX Prdm12 Zeb2 Gaba_5,1172 LSX Prdm12 Zeb2 Gaba_5,#ba091a
1173,LSX Prdm12 Zeb2 Gaba_5,1173 LSX Prdm12 Zeb2 Gaba_5,#FFF473
1174,LSX Sall3 Lmo1 Gaba_1,1174 LSX Sall3 Lmo1 Gaba_1,#34aa22
1175,LSX Sall3 Lmo1 Gaba_1,1175 LSX Sall3 Lmo1 Gaba_1,#93f44e
1176,LSX Sall3 Lmo1 Gaba_2,1176 LSX Sall3 Lmo1 Gaba_2,#994563
1177,LSX Sall3 Lmo1 Gaba_2,1177 LSX Sall3 Lmo1 Gaba_2,#073b77
1178,LSX Sall3 Lmo1 Gaba_2,1178 LSX Sall3 Lmo1 Gaba_2,#ef69ed
1179,LSX Sall3 Lmo1 Gaba_2,1179 LSX Sall3 Lmo1 Gaba_2,#aadb25
1180,LSX Sall3 Lmo1 Gaba_3,1180 LSX Sall3 Lmo1 Gaba_3,#d33bb7
1181,LSX Sall3 Lmo1 Gaba_3,1181 LSX Sall3 Lmo1 Gaba_3,#167272
1182,LSX Sall3 Lmo1 Gaba_4,1182 LSX Sall3 Lmo1 Gaba_4,#2f3691
1183,LSX Sall3 Lmo1 Gaba_5,1183 LSX Sall3 Lmo1 Gaba_5,#f4e135
1184,LSX Sall3 Lmo1 Gaba_5,1184 LSX Sall3 Lmo1 Gaba_5,#87CC3D
1185,LSX Sall3 Lmo1 Gaba_6,1185 LSX Sall3 Lmo1 Gaba_6,#610c8c
1186,LSX Sall3 Lmo1 Gaba_6,1186 LSX Sall3 Lmo1 Gaba_6,#d3af52
1187,LSX Sall3 Lmo1 Gaba_6,1187 LSX Sall3 Lmo1 Gaba_6,#5de04e
1188,MEA-BST Sox6 Gaba_1,1188 MEA-BST Sox6 Gaba_1,#d0d83c
1189,MEA-BST Sox6 Gaba_1,1189 MEA-BST Sox6 Gaba_1,#035163
1190,MEA-BST Sox6 Gaba_1,1190 MEA-BST Sox6 Gaba_1,#296499
1191,MEA-BST Sox6 Gaba_1,1191 MEA-BST Sox6 Gaba_1,#0a7f2b
1192,MEA-BST Sox6 Gaba_2,1192 MEA-BST Sox6 Gaba_2,#53e0ae
1193,MEA-BST Sox6 Gaba_2,1193 MEA-BST Sox6 Gaba_2,#ed36bc
1194,MEA-BST Sox6 Gaba_2,1194 MEA-BST Sox6 Gaba_2,#e5de5e
1195,MEA-BST Sox6 Gaba_2,1195 MEA-BST Sox6 Gaba_2,#7e42e5
1196,MEA-BST Sox6 Gaba_2,1196 MEA-BST Sox6 Gaba_2,#c9ed38
1197,MEA-BST Sox6 Gaba_2,1197 MEA-BST Sox6 Gaba_2,#35eae7
1198,MEA-BST Sox6 Gaba_3,1198 MEA-BST Sox6 Gaba_3,#1b88a3
1199,MEA-BST Sox6 Gaba_3,1199 MEA-BST Sox6 Gaba_3,#4eb4b7
1200,MEA-BST Sox6 Gaba_3,1200 MEA-BST Sox6 Gaba_3,#ba7b34
1201,MEA-BST Sox6 Gaba_3,1201 MEA-BST Sox6 Gaba_3,#6556d3
1202,MEA-BST Sox6 Gaba_3,1202 MEA-BST Sox6 Gaba_3,#f44bec
1203,MEA-BST Sox6 Gaba_3,1203 MEA-BST Sox6 Gaba_3,#b27a01
1204,MEA-BST Sox6 Gaba_3,1204 MEA-BST Sox6 Gaba_3,#255a82
1205,MEA-BST Sox6 Gaba_4,1205 MEA-BST Sox6 Gaba_4,#52cc37
1206,MEA-BST Sox6 Gaba_4,1206 MEA-BST Sox6 Gaba_4,#f970e9
1207,MEA-BST Sox6 Gaba_4,1207 MEA-BST Sox6 Gaba_4,#bedd58
1208,MEA-BST Sox6 Gaba_4,1208 MEA-BST Sox6 Gaba_4,#673cbc
1209,MEA-BST Sox6 Gaba_4,1209 MEA-BST Sox6 Gaba_4,#d32cc0
1210,MEA-BST Sox6 Gaba_4,1210 MEA-BST Sox6 Gaba_4,#c1d14f
1211,MEA-BST Sox6 Gaba_4,1211 MEA-BST Sox6 Gaba_4,#12cec5
1212,MEA-BST Sox6 Gaba_5,1212 MEA-BST Sox6 Gaba_5,#ca5de2
1213,MEA-BST Sox6 Gaba_5,1213 MEA-BST Sox6 Gaba_5,#12416d
1214,MEA-BST Sox6 Gaba_5,1214 MEA-BST Sox6 Gaba_5,#e8378f
1215,MEA-BST Sox6 Gaba_5,1215 MEA-BST Sox6 Gaba_5,#84d100
1216,MEA-BST Sox6 Gaba_5,1216 MEA-BST Sox6 Gaba_5,#27ba75
1217,MEA-BST Sox6 Gaba_5,1217 MEA-BST Sox6 Gaba_5,#1346b5
1218,MEA-BST Sox6 Gaba_5,1218 MEA-BST Sox6 Gaba_5,#cc6918
1219,MEA-BST Sox6 Gaba_6,1219 MEA-BST Sox6 Gaba_6,#206dfc
1220,MEA-BST Sox6 Gaba_6,1220 MEA-BST Sox6 Gaba_6,#6bff99
1221,MEA-BST Sox6 Gaba_6,1221 MEA-BST Sox6 Gaba_6,#8054bc
1222,MEA-BST Sox6 Gaba_6,1222 MEA-BST Sox6 Gaba_6,#e8099d
1223,MEA-BST Sox6 Gaba_6,1223 MEA-BST Sox6 Gaba_6,#ce2ba3
1224,MEA-BST Sox6 Gaba_6,1224 MEA-BST Sox6 Gaba_6,#9239e5
1225,MEA-BST Sox6 Gaba_6,1225 MEA-BST Sox6 Gaba_6,#126791
1226,MEA-BST Sox6 Gaba_7,1226 MEA-BST Sox6 Gaba_7,#233da8
1227,MEA-BST Sox6 Gaba_7,1227 MEA-BST Sox6 Gaba_7,#141ac9
1228,MEA-BST Sox6 Gaba_7,1228 MEA-BST Sox6 Gaba_7,#59eac6
1229,MEA-BST Sox6 Gaba_8,1229 MEA-BST Sox6 Gaba_8,#b5d84b
1230,MEA-BST Sox6 Gaba_8,1230 MEA-BST Sox6 Gaba_8,#60ff60
1231,MEA-BST Sox6 Gaba_8,1231 MEA-BST Sox6 Gaba_8,#efa040
1232,MEA-BST Sox6 Gaba_9,1232 MEA-BST Sox6 Gaba_9,#d408db
1233,MEA-BST Sox6 Gaba_9,1233 MEA-BST Sox6 Gaba_9,#54d3c0
1234,MEA-BST Sox6 Gaba_9,1234 MEA-BST Sox6 Gaba_9,#fc1be9
1235,MEA-BST Sox6 Gaba_10,1235 MEA-BST Sox6 Gaba_10,#ed02d5
1236,MEA-BST Sox6 Gaba_10,1236 MEA-BST Sox6 Gaba_10,#2a44b7
1237,MEA-BST Sox6 Gaba_10,1237 MEA-BST Sox6 Gaba_10,#19a054
1238,MEA-BST Lhx6 Sp9 Gaba_1,1238 MEA-BST Lhx6 Sp9 Gaba_1,#74e800
1239,MEA-BST Lhx6 Sp9 Gaba_1,1239 MEA-BST Lhx6 Sp9 Gaba_1,#ea6467
1240,MEA-BST Lhx6 Sp9 Gaba_1,1240 MEA-BST Lhx6 Sp9 Gaba_1,#49a513
1241,MEA-BST Lhx6 Sp9 Gaba_1,1241 MEA-BST Lhx6 Sp9 Gaba_1,#db597a
1242,MEA-BST Lhx6 Sp9 Gaba_1,1242 MEA-BST Lhx6 Sp9 Gaba_1,#d332c6
1243,MEA-BST Lhx6 Sp9 Gaba_1,1243 MEA-BST Lhx6 Sp9 Gaba_1,#22bf7d
1244,MEA-BST Lhx6 Sp9 Gaba_2,1244 MEA-BST Lhx6 Sp9 Gaba_2,#d33b5e
1245,MEA-BST Lhx6 Sp9 Gaba_2,1245 MEA-BST Lhx6 Sp9 Gaba_2,#430189
