id,label,id_label,color
1,CLA-EPd-CTX Car3 Glut_1,0001 CLA-EPd-CTX Car3 Glut_1,#6be01d
2,CLA-EPd-CTX Car3 Glut_1,0002 CLA-EPd-CTX Car3 Glut_1,#f46d6b
3,CLA-EPd-CTX Car3 Glut_1,0003 CLA-EPd-CTX Car3 Glut_1,#7340b2
4,CLA-EPd-CTX Car3 Glut_1,0004 CLA-EPd-CTX Car3 Glut_1,#a010cc
5,CLA-EPd-CTX Car3 Glut_2,0005 CLA-EPd-CTX Car3 Glut_2,#db04c2
6,IT EP-CLA Glut_1,0006 IT EP-CLA Glut_1,#17979e
7,IT EP-CLA Glut_1,0007 IT EP-CLA Glut_1,#e05033
8,IT EP-CLA Glut_1,0008 IT EP-CLA Glut_1,#1dad3a
9,IT EP-CLA Glut_1,0009 IT EP-CLA Glut_1,#0f5e8e
10,IT EP-CLA Glut_1,0010 IT EP-CLA Glut_1,#2b1172
11,IT EP-CLA Glut_1,0011 IT EP-CLA Glut_1,#9429db
12,IT EP-CLA Glut_1,0012 IT EP-CLA Glut_1,#531299
13,IT EP-CLA Glut_2,0013 IT EP-CLA Glut_2,#0c7f2f
14,IT EP-CLA Glut_2,0014 IT EP-CLA Glut_2,#16bf65
15,IT EP-CLA Glut_2,0015 IT EP-CLA Glut_2,#a5264a
16,IT EP-CLA Glut_2,0016 IT EP-CLA Glut_2,#2ffc3a
17,IT EP-CLA Glut_2,0017 IT EP-CLA Glut_2,#e08860
18,IT EP-CLA Glut_3,0018 IT EP-CLA Glut_3,#c14757
19,IT EP-CLA Glut_3,0019 IT EP-CLA Glut_3,#c41782
20,IT EP-CLA Glut_3,0020 IT EP-CLA Glut_3,#4ffff0
21,IT EP-CLA Glut_4,0021 IT EP-CLA Glut_4,#4f63e2
22,IT EP-CLA Glut_4,0022 IT EP-CLA Glut_4,#2cb26d
23,L5/6 IT TPE-ENT Glut_1,0023 L5/6 IT TPE-ENT Glut_1,#2d42b7
24,L5/6 IT TPE-ENT Glut_1,0024 L5/6 IT TPE-ENT Glut_1,#f0f40c
25,L5/6 IT TPE-ENT Glut_1,0025 L5/6 IT TPE-ENT Glut_1,#b9ea31
26,L5/6 IT TPE-ENT Glut_2,0026 L5/6 IT TPE-ENT Glut_2,#5bd861
27,L5/6 IT TPE-ENT Glut_2,0027 L5/6 IT TPE-ENT Glut_2,#d335ff
28,L5/6 IT TPE-ENT Glut_2,0028 L5/6 IT TPE-ENT Glut_2,#316c91
29,L5/6 IT TPE-ENT Glut_3,0029 L5/6 IT TPE-ENT Glut_3,#79d651
30,L5/6 IT TPE-ENT Glut_4,0030 L5/6 IT TPE-ENT Glut_4,#a5224c
31,L5/6 IT TPE-ENT Glut_5,0031 L5/6 IT TPE-ENT Glut_5,#b77f24
32,L5/6 IT TPE-ENT Glut_6,0032 L5/6 IT TPE-ENT Glut_6,#bf4107
33,L6 IT CTX Glut_1,0033 L6 IT CTX Glut_1,#e84135
34,L6 IT CTX Glut_1,0034 L6 IT CTX Glut_1,#a4e251
35,L6 IT CTX Glut_1,0035 L6 IT CTX Glut_1,#2f7f91
36,L6 IT CTX Glut_1,0036 L6 IT CTX Glut_1,#092b7a
37,L6 IT CTX Glut_1,0037 L6 IT CTX Glut_1,#0a0ca8
38,L6 IT CTX Glut_2,0038 L6 IT CTX Glut_2,#f71d24
39,L6 IT CTX Glut_2,0039 L6 IT CTX Glut_2,#e810a7
40,L6 IT CTX Glut_2,0040 L6 IT CTX Glut_2,#e55ee5
41,L6 IT CTX Glut_2,0041 L6 IT CTX Glut_2,#15c421
42,L6 IT CTX Glut_2,0042 L6 IT CTX Glut_2,#38e0c1
43,L6 IT CTX Glut_2,0043 L6 IT CTX Glut_2,#bb06cc
44,L6 IT CTX Glut_3,0044 L6 IT CTX Glut_3,#e05141
45,L6 IT CTX Glut_3,0045 L6 IT CTX Glut_3,#4cff52
46,L6 IT CTX Glut_3,0046 L6 IT CTX Glut_3,#fce762
47,L6 IT CTX Glut_3,0047 L6 IT CTX Glut_3,#07c6aa
48,L6 IT CTX Glut_3,0048 L6 IT CTX Glut_3,#ce109b
49,L6 IT CTX Glut_4,0049 L6 IT CTX Glut_4,#65fc4e
50,L6 IT CTX Glut_4,0050 L6 IT CTX Glut_4,#c61f13
51,L6 IT CTX Glut_4,0051 L6 IT CTX Glut_4,#5867f4
52,L6 IT CTX Glut_4,0052 L6 IT CTX Glut_4,#f2ad5e
53,L6 IT CTX Glut_5,0053 L6 IT CTX Glut_5,#29f2c6
54,L6 IT CTX Glut_5,0054 L6 IT CTX Glut_5,#71c138
55,L5 IT CTX Glut_1,0055 L5 IT CTX Glut_1,#ed34c8
56,L5 IT CTX Glut_1,0056 L5 IT CTX Glut_1,#4cb3bf
57,L5 IT CTX Glut_1,0057 L5 IT CTX Glut_1,#940ad8
58,L5 IT CTX Glut_2,0058 L5 IT CTX Glut_2,#f226e1
59,L5 IT CTX Glut_2,0059 L5 IT CTX Glut_2,#2c05c6
60,L5 IT CTX Glut_2,0060 L5 IT CTX Glut_2,#6cb22e
61,L5 IT CTX Glut_3,0061 L5 IT CTX Glut_3,#5ec2e0
62,L5 IT CTX Glut_3,0062 L5 IT CTX Glut_3,#5a8add
63,L5 IT CTX Glut_4,0063 L5 IT CTX Glut_4,#02a6ff
64,L5 IT CTX Glut_4,0064 L5 IT CTX Glut_4,#723ab2
65,L5 IT CTX Glut_5,0065 L5 IT CTX Glut_5,#f94de0
66,L4/5 IT CTX Glut_1,0066 L4/5 IT CTX Glut_1,#410470
67,L4/5 IT CTX Glut_1,0067 L4/5 IT CTX Glut_1,#d33d51
68,L4/5 IT CTX Glut_1,0068 L4/5 IT CTX Glut_1,#3364ce
69,L4/5 IT CTX Glut_1,0069 L4/5 IT CTX Glut_1,#5aad22
70,L4/5 IT CTX Glut_1,0070 L4/5 IT CTX Glut_1,#d32390
71,L4/5 IT CTX Glut_1,0071 L4/5 IT CTX Glut_1,#aa4df2
72,L4/5 IT CTX Glut_1,0072 L4/5 IT CTX Glut_1,#29c493
73,L4/5 IT CTX Glut_1,0073 L4/5 IT CTX Glut_1,#974ac4
74,L4/5 IT CTX Glut_1,0074 L4/5 IT CTX Glut_1,#d33b6b
75,L4/5 IT CTX Glut_2,0075 L4/5 IT CTX Glut_2,#db8c39
76,L4/5 IT CTX Glut_2,0076 L4/5 IT CTX Glut_2,#d37045
77,L4/5 IT CTX Glut_2,0077 L4/5 IT CTX Glut_2,#1b2db5
78,L4/5 IT CTX Glut_2,0078 L4/5 IT CTX Glut_2,#0d4a68
79,L4/5 IT CTX Glut_2,0079 L4/5 IT CTX Glut_2,#045a72
80,L4/5 IT CTX Glut_2,0080 L4/5 IT CTX Glut_2,#ff9f63
81,L4/5 IT CTX Glut_2,0081 L4/5 IT CTX Glut_2,#a4bf39
82,L4/5 IT CTX Glut_2,0082 L4/5 IT CTX Glut_2,#d88554
83,L4/5 IT CTX Glut_3,0083 L4/5 IT CTX Glut_3,#3cfce9
84,L4/5 IT CTX Glut_3,0084 L4/5 IT CTX Glut_3,#027007
85,L4/5 IT CTX Glut_3,0085 L4/5 IT CTX Glut_3,#63ff4f
86,L4/5 IT CTX Glut_3,0086 L4/5 IT CTX Glut_3,#c6a843
87,L4/5 IT CTX Glut_3,0087 L4/5 IT CTX Glut_3,#98db13
88,L4/5 IT CTX Glut_3,0088 L4/5 IT CTX Glut_3,#aa4025
89,L4/5 IT CTX Glut_4,0089 L4/5 IT CTX Glut_4,#c16a19
90,L4/5 IT CTX Glut_4,0090 L4/5 IT CTX Glut_4,#99FFCA
91,L4/5 IT CTX Glut_4,0091 L4/5 IT CTX Glut_4,#9000d3
92,L4/5 IT CTX Glut_4,0092 L4/5 IT CTX Glut_4,#0e399e
93,L4/5 IT CTX Glut_4,0093 L4/5 IT CTX Glut_4,#990047
94,L4/5 IT CTX Glut_4,0094 L4/5 IT CTX Glut_4,#d8ea62
95,L4/5 IT CTX Glut_5,0095 L4/5 IT CTX Glut_5,#FF73C7
96,L4/5 IT CTX Glut_5,0096 L4/5 IT CTX Glut_5,#4953b2
97,L4/5 IT CTX Glut_5,0097 L4/5 IT CTX Glut_5,#027a46
98,L4/5 IT CTX Glut_5,0098 L4/5 IT CTX Glut_5,#FFDE73
99,L4/5 IT CTX Glut_6,0099 L4/5 IT CTX Glut_6,#10e5d7
100,L4/5 IT CTX Glut_6,0100 L4/5 IT CTX Glut_6,#87c442
101,L4/5 IT CTX Glut_6,0101 L4/5 IT CTX Glut_6,#e0b92c
102,L4/5 IT CTX Glut_6,0102 L4/5 IT CTX Glut_6,#34c14b
103,L2/3 IT CTX Glut_1,0103 L2/3 IT CTX Glut_1,#dd1346
104,L2/3 IT CTX Glut_1,0104 L2/3 IT CTX Glut_1,#e540c7
105,L2/3 IT CTX Glut_1,0105 L2/3 IT CTX Glut_1,#3D4C66
106,L2/3 IT CTX Glut_1,0106 L2/3 IT CTX Glut_1,#937ACC
107,L2/3 IT CTX Glut_1,0107 L2/3 IT CTX Glut_1,#e82959
108,L2/3 IT CTX Glut_2,0108 L2/3 IT CTX Glut_2,#e572ff
109,L2/3 IT CTX Glut_2,0109 L2/3 IT CTX Glut_2,#ff70a2
110,L2/3 IT CTX Glut_2,0110 L2/3 IT CTX Glut_2,#991E00
111,L2/3 IT CTX Glut_2,0111 L2/3 IT CTX Glut_2,#27a4e8
112,L2/3 IT CTX Glut_2,0112 L2/3 IT CTX Glut_2,#4ab503
113,L2/3 IT CTX Glut_3,0113 L2/3 IT CTX Glut_3,#efec39
114,L2/3 IT CTX Glut_3,0114 L2/3 IT CTX Glut_3,#14d7ff
115,L2/3 IT CTX Glut_3,0115 L2/3 IT CTX Glut_3,#4e037a
116,L2/3 IT CTX Glut_3,0116 L2/3 IT CTX Glut_3,#55d18f
117,L2/3 IT CTX Glut_4,0117 L2/3 IT CTX Glut_4,#1F6646
118,L2/3 IT CTX Glut_4,0118 L2/3 IT CTX Glut_4,#dd3989
119,L2/3 IT CTX Glut_4,0119 L2/3 IT CTX Glut_4,#30ba34
120,L2/3 IT CTX Glut_4,0120 L2/3 IT CTX Glut_4,#137ca5
121,L2/3 IT ENT Glut_1,0121 L2/3 IT ENT Glut_1,#006266
122,L2/3 IT ENT Glut_1,0122 L2/3 IT ENT Glut_1,#4DF9FF
123,L2/3 IT ENT Glut_1,0123 L2/3 IT ENT Glut_1,#b5db1c
124,L2/3 IT ENT Glut_2,0124 L2/3 IT ENT Glut_2,#2056ea
125,L2/3 IT ENT Glut_2,0125 L2/3 IT ENT Glut_2,#b3ef4c
126,L2/3 IT ENT Glut_2,0126 L2/3 IT ENT Glut_2,#d81e59
127,L2/3 IT ENT Glut_3,0127 L2/3 IT ENT Glut_3,#6294ea
128,L2/3 IT ENT Glut_3,0128 L2/3 IT ENT Glut_3,#95995C
129,L2/3 IT ENT Glut_3,0129 L2/3 IT ENT Glut_3,#28b76b
130,L2/3 IT ENT Glut_4,0130 L2/3 IT ENT Glut_4,#5fef94
131,L2/3 IT ENT Glut_4,0131 L2/3 IT ENT Glut_4,#A14DFF
132,L2/3 IT ENT Glut_4,0132 L2/3 IT ENT Glut_4,#662E5E
133,L2/3 IT ENT Glut_5,0133 L2/3 IT ENT Glut_5,#46d33f
134,L2/3 IT ENT Glut_5,0134 L2/3 IT ENT Glut_5,#206182
135,L2/3 IT ENT Glut_5,0135 L2/3 IT ENT Glut_5,#0159aa
136,L2/3 IT ENT Glut_6,0136 L2/3 IT ENT Glut_6,#5dd3c9
137,L2/3 IT ENT Glut_6,0137 L2/3 IT ENT Glut_6,#FFEC4D
138,L2/3 IT PIR-ENTl Glut_1,0138 L2/3 IT PIR-ENTl Glut_1,#d1217f
139,L2/3 IT PIR-ENTl Glut_1,0139 L2/3 IT PIR-ENTl Glut_1,#49d8b0
140,L2/3 IT PIR-ENTl Glut_1,0140 L2/3 IT PIR-ENTl Glut_1,#47d9ed
141,L2/3 IT PIR-ENTl Glut_1,0141 L2/3 IT PIR-ENTl Glut_1,#e5b459
142,L2/3 IT PIR-ENTl Glut_1,0142 L2/3 IT PIR-ENTl Glut_1,#e253b8
143,L2/3 IT PIR-ENTl Glut_1,0143 L2/3 IT PIR-ENTl Glut_1,#0d9681
144,L2/3 IT PIR-ENTl Glut_2,0144 L2/3 IT PIR-ENTl Glut_2,#545fc4
145,L2/3 IT PIR-ENTl Glut_2,0145 L2/3 IT PIR-ENTl Glut_2,#e25d1f
146,L2/3 IT PIR-ENTl Glut_2,0146 L2/3 IT PIR-ENTl Glut_2,#1d086b
147,L2/3 IT PIR-ENTl Glut_2,0147 L2/3 IT PIR-ENTl Glut_2,#d30820
148,L2/3 IT PIR-ENTl Glut_2,0148 L2/3 IT PIR-ENTl Glut_2,#120be0
149,L2/3 IT PIR-ENTl Glut_3,0149 L2/3 IT PIR-ENTl Glut_3,#db8625
150,L2/3 IT PIR-ENTl Glut_3,0150 L2/3 IT PIR-ENTl Glut_3,#9a6aed
151,L2/3 IT PIR-ENTl Glut_3,0151 L2/3 IT PIR-ENTl Glut_3,#2E3C66
152,L2/3 IT PIR-ENTl Glut_3,0152 L2/3 IT PIR-ENTl Glut_3,#3755fc
153,L2/3 IT PIR-ENTl Glut_3,0153 L2/3 IT PIR-ENTl Glut_3,#31c6b7
154,L2/3 IT PIR-ENTl Glut_3,0154 L2/3 IT PIR-ENTl Glut_3,#78bf35
155,L2/3 IT PIR-ENTl Glut_4,0155 L2/3 IT PIR-ENTl Glut_4,#1df9f2
156,L2/3 IT PIR-ENTl Glut_4,0156 L2/3 IT PIR-ENTl Glut_4,#960a13
157,L2/3 IT PIR-ENTl Glut_4,0157 L2/3 IT PIR-ENTl Glut_4,#6d1da3
158,L2/3 IT PIR-ENTl Glut_4,0158 L2/3 IT PIR-ENTl Glut_4,#8ef75d
159,L2/3 IT PIR-ENTl Glut_4,0159 L2/3 IT PIR-ENTl Glut_4,#3F660F
160,L2/3 IT PIR-ENTl Glut_4,0160 L2/3 IT PIR-ENTl Glut_4,#272a96
161,L2/3 IT PIR-ENTl Glut_5,0161 L2/3 IT PIR-ENTl Glut_5,#88CC7A
162,L2/3 IT PIR-ENTl Glut_6,0162 L2/3 IT PIR-ENTl Glut_6,#a852ea
163,L2/3 IT PIR-ENTl Glut_6,0163 L2/3 IT PIR-ENTl Glut_6,#c98848
164,L2/3 IT PIR-ENTl Glut_7,0164 L2/3 IT PIR-ENTl Glut_7,#d83863
165,L2/3 IT PIR-ENTl Glut_7,0165 L2/3 IT PIR-ENTl Glut_7,#2fd868
166,IT AON-TT-DP Glut_1,0166 IT AON-TT-DP Glut_1,#7350c4
167,IT AON-TT-DP Glut_1,0167 IT AON-TT-DP Glut_1,#e8734c
168,IT AON-TT-DP Glut_1,0168 IT AON-TT-DP Glut_1,#af5033
169,IT AON-TT-DP Glut_1,0169 IT AON-TT-DP Glut_1,#1af2ca
170,IT AON-TT-DP Glut_1,0170 IT AON-TT-DP Glut_1,#6e159b
171,IT AON-TT-DP Glut_2,0171 IT AON-TT-DP Glut_2,#ff35f4
172,IT AON-TT-DP Glut_2,0172 IT AON-TT-DP Glut_2,#CC000E
173,IT AON-TT-DP Glut_2,0173 IT AON-TT-DP Glut_2,#bced68
174,IT AON-TT-DP Glut_2,0174 IT AON-TT-DP Glut_2,#d69d3b
175,IT AON-TT-DP Glut_3,0175 IT AON-TT-DP Glut_3,#5670bf
176,IT AON-TT-DP Glut_3,0176 IT AON-TT-DP Glut_3,#0b0d68
177,IT AON-TT-DP Glut_3,0177 IT AON-TT-DP Glut_3,#56e2aa
178,IT AON-TT-DP Glut_3,0178 IT AON-TT-DP Glut_3,#B5CC00
179,IT AON-TT-DP Glut_4,0179 IT AON-TT-DP Glut_4,#ab34ef
180,IT AON-TT-DP Glut_4,0180 IT AON-TT-DP Glut_4,#1aa397
181,IT AON-TT-DP Glut_4,0181 IT AON-TT-DP Glut_4,#1F662B
182,IT AON-TT-DP Glut_5,0182 IT AON-TT-DP Glut_5,#22a53c
183,IT AON-TT-DP Glut_5,0183 IT AON-TT-DP Glut_5,#e2cd3f
184,IT AON-TT-DP Glut_5,0184 IT AON-TT-DP Glut_5,#e96bef
185,IT AON-TT-DP Glut_5,0185 IT AON-TT-DP Glut_5,#EBFF26
186,L2 IT ENT-po Glut_1,0186 L2 IT ENT-po Glut_1,#4bf28d
187,L2 IT ENT-po Glut_1,0187 L2 IT ENT-po Glut_1,#3951ba
188,L2 IT ENT-po Glut_2,0188 L2 IT ENT-po Glut_2,#1e00b5
189,L2 IT ENT-po Glut_2,0189 L2 IT ENT-po Glut_2,#1cdd50
190,L2 IT ENT-po Glut_3,0190 L2 IT ENT-po Glut_3,#f2159d
191,L2 IT ENT-po Glut_4,0191 L2 IT ENT-po Glut_4,#4e53ba
192,MEA Slc17a7 Glut_1,0192 MEA Slc17a7 Glut_1,#29b588
193,MEA Slc17a7 Glut_1,0193 MEA Slc17a7 Glut_1,#81e05c
194,MEA Slc17a7 Glut_1,0194 MEA Slc17a7 Glut_1,#161693
195,MEA Slc17a7 Glut_1,0195 MEA Slc17a7 Glut_1,#390F66
196,MEA Slc17a7 Glut_1,0196 MEA Slc17a7 Glut_1,#3dc41f
197,MEA Slc17a7 Glut_1,0197 MEA Slc17a7 Glut_1,#2185c4
198,MEA Slc17a7 Glut_1,0198 MEA Slc17a7 Glut_1,#ef26d4
199,MEA Slc17a7 Glut_1,0199 MEA Slc17a7 Glut_1,#ed981a
200,MEA Slc17a7 Glut_1,0200 MEA Slc17a7 Glut_1,#e2535d
201,MEA Slc17a7 Glut_2,0201 MEA Slc17a7 Glut_2,#95f963
202,MEA Slc17a7 Glut_2,0202 MEA Slc17a7 Glut_2,#357bea
203,MEA Slc17a7 Glut_2,0203 MEA Slc17a7 Glut_2,#73FFC2
204,MEA Slc17a7 Glut_2,0204 MEA Slc17a7 Glut_2,#BE7ACC
205,MEA Slc17a7 Glut_2,0205 MEA Slc17a7 Glut_2,#f95475
206,MEA Slc17a7 Glut_2,0206 MEA Slc17a7 Glut_2,#00996A
207,MEA Slc17a7 Glut_2,0207 MEA Slc17a7 Glut_2,#5e229e
208,MEA Slc17a7 Glut_2,0208 MEA Slc17a7 Glut_2,#d1bd0e
209,MEA Slc17a7 Glut_2,0209 MEA Slc17a7 Glut_2,#FFC799
210,MEA Slc17a7 Glut_2,0210 MEA Slc17a7 Glut_2,#32d186
211,MEA Slc17a7 Glut_2,0211 MEA Slc17a7 Glut_2,#c40ef2
212,MEA Slc17a7 Glut_2,0212 MEA Slc17a7 Glut_2,#F7FF73
213,MEA Slc17a7 Glut_3,0213 MEA Slc17a7 Glut_3,#2b96d8
214,MEA Slc17a7 Glut_3,0214 MEA Slc17a7 Glut_3,#4667b5
215,COAp Grxcr2 Glut_1,0215 COAp Grxcr2 Glut_1,#d85b08
216,COAp Grxcr2 Glut_2,0216 COAp Grxcr2 Glut_2,#32a5ba
217,COAp Grxcr2 Glut_2,0217 COAp Grxcr2 Glut_2,#fc6a9a
218,COAp Grxcr2 Glut_2,0218 COAp Grxcr2 Glut_2,#04872f
219,COAp Grxcr2 Glut_2,0219 COAp Grxcr2 Glut_2,#113d72
220,COAp Grxcr2 Glut_2,0220 COAp Grxcr2 Glut_2,#cc0860
221,LA-BLA-BMA-PA Glut_1,0221 LA-BLA-BMA-PA Glut_1,#f26371
222,LA-BLA-BMA-PA Glut_1,0222 LA-BLA-BMA-PA Glut_1,#231e89
223,LA-BLA-BMA-PA Glut_1,0223 LA-BLA-BMA-PA Glut_1,#B0CC1F
224,LA-BLA-BMA-PA Glut_1,0224 LA-BLA-BMA-PA Glut_1,#795cce
225,LA-BLA-BMA-PA Glut_1,0225 LA-BLA-BMA-PA Glut_1,#154275
226,LA-BLA-BMA-PA Glut_1,0226 LA-BLA-BMA-PA Glut_1,#a1f76c
227,LA-BLA-BMA-PA Glut_1,0227 LA-BLA-BMA-PA Glut_1,#ff5bcb
228,LA-BLA-BMA-PA Glut_1,0228 LA-BLA-BMA-PA Glut_1,#99175C
229,LA-BLA-BMA-PA Glut_1,0229 LA-BLA-BMA-PA Glut_1,#CC5CC7
230,LA-BLA-BMA-PA Glut_2,0230 LA-BLA-BMA-PA Glut_2,#f9a970
231,LA-BLA-BMA-PA Glut_2,0231 LA-BLA-BMA-PA Glut_2,#4be565
232,LA-BLA-BMA-PA Glut_2,0232 LA-BLA-BMA-PA Glut_2,#d8db48
233,LA-BLA-BMA-PA Glut_2,0233 LA-BLA-BMA-PA Glut_2,#2703a0
234,LA-BLA-BMA-PA Glut_2,0234 LA-BLA-BMA-PA Glut_2,#f99c5e
235,LA-BLA-BMA-PA Glut_2,0235 LA-BLA-BMA-PA Glut_2,#88e045
236,LA-BLA-BMA-PA Glut_3,0236 LA-BLA-BMA-PA Glut_3,#1b72ba
237,LA-BLA-BMA-PA Glut_3,0237 LA-BLA-BMA-PA Glut_3,#d64406
238,LA-BLA-BMA-PA Glut_3,0238 LA-BLA-BMA-PA Glut_3,#854ace
239,LA-BLA-BMA-PA Glut_3,0239 LA-BLA-BMA-PA Glut_3,#ce9c12
240,LA-BLA-BMA-PA Glut_3,0240 LA-BLA-BMA-PA Glut_3,#7ad84b
241,LA-BLA-BMA-PA Glut_4,0241 LA-BLA-BMA-PA Glut_4,#2302fc
242,LA-BLA-BMA-PA Glut_4,0242 LA-BLA-BMA-PA Glut_4,#be2de2
243,LA-BLA-BMA-PA Glut_4,0243 LA-BLA-BMA-PA Glut_4,#17a315
244,LA-BLA-BMA-PA Glut_4,0244 LA-BLA-BMA-PA Glut_4,#6B995C
245,LA-BLA-BMA-PA Glut_5,0245 LA-BLA-BMA-PA Glut_5,#3F3D66
246,LA-BLA-BMA-PA Glut_5,0246 LA-BLA-BMA-PA Glut_5,#67d35d
247,LA-BLA-BMA-PA Glut_5,0247 LA-BLA-BMA-PA Glut_5,#065a6b
248,LA-BLA-BMA-PA Glut_5,0248 LA-BLA-BMA-PA Glut_5,#26d68a
249,LA-BLA-BMA-PA Glut_6,0249 LA-BLA-BMA-PA Glut_6,#531c87
250,LA-BLA-BMA-PA Glut_6,0250 LA-BLA-BMA-PA Glut_6,#994317
251,LA-BLA-BMA-PA Glut_6,0251 LA-BLA-BMA-PA Glut_6,#d81806
252,ENTmv-PA-COAp Glut_1,0252 ENTmv-PA-COAp Glut_1,#c368e8
253,ENTmv-PA-COAp Glut_1,0253 ENTmv-PA-COAp Glut_1,#57239b
254,ENTmv-PA-COAp Glut_1,0254 ENTmv-PA-COAp Glut_1,#4c6ee8
255,ENTmv-PA-COAp Glut_1,0255 ENTmv-PA-COAp Glut_1,#71ad01
256,ENTmv-PA-COAp Glut_2,0256 ENTmv-PA-COAp Glut_2,#7ACC7B
257,ENTmv-PA-COAp Glut_2,0257 ENTmv-PA-COAp Glut_2,#14ba75
258,ENTmv-PA-COAp Glut_2,0258 ENTmv-PA-COAp Glut_2,#990200
259,ENTmv-PA-COAp Glut_3,0259 ENTmv-PA-COAp Glut_3,#54c6e5
260,ENTmv-PA-COAp Glut_3,0260 ENTmv-PA-COAp Glut_3,#01ad3d
261,CA1-ProS Glut_1,0261 CA1-ProS Glut_1,#fc3cec
262,CA1-ProS Glut_1,0262 CA1-ProS Glut_1,#66532E
263,CA1-ProS Glut_1,0263 CA1-ProS Glut_1,#FF0096
264,CA1-ProS Glut_1,0264 CA1-ProS Glut_1,#4d8e0f
265,CA1-ProS Glut_1,0265 CA1-ProS Glut_1,#c68411
266,CA1-ProS Glut_1,0266 CA1-ProS Glut_1,#34c9d3
267,CA1-ProS Glut_1,0267 CA1-ProS Glut_1,#1b5ffc
268,CA1-ProS Glut_1,0268 CA1-ProS Glut_1,#35318e
269,CA1-ProS Glut_1,0269 CA1-ProS Glut_1,#dd637a
270,CA1-ProS Glut_1,0270 CA1-ProS Glut_1,#e04211
271,CA1-ProS Glut_2,0271 CA1-ProS Glut_2,#006ca3
272,CA1-ProS Glut_2,0272 CA1-ProS Glut_2,#6ffc99
273,CA1-ProS Glut_2,0273 CA1-ProS Glut_2,#49bafc
274,CA1-ProS Glut_2,0274 CA1-ProS Glut_2,#d1387f
275,CA1-ProS Glut_2,0275 CA1-ProS Glut_2,#f75e22
276,CA1-ProS Glut_2,0276 CA1-ProS Glut_2,#04b7db
277,CA1-ProS Glut_2,0277 CA1-ProS Glut_2,#ffff38
278,CA1-ProS Glut_3,0278 CA1-ProS Glut_3,#b53044
279,CA1-ProS Glut_3,0279 CA1-ProS Glut_3,#ef6291
280,CA1-ProS Glut_3,0280 CA1-ProS Glut_3,#0b40bc
281,CA1-ProS Glut_3,0281 CA1-ProS Glut_3,#33e890
282,CA1-ProS Glut_3,0282 CA1-ProS Glut_3,#d66f20
283,CA1-ProS Glut_3,0283 CA1-ProS Glut_3,#43aa20
284,CA1-ProS Glut_4,0284 CA1-ProS Glut_4,#131470
285,CA1-ProS Glut_4,0285 CA1-ProS Glut_4,#01b26e
286,CA1-ProS Glut_4,0286 CA1-ProS Glut_4,#ba8f1a
287,CA1-ProS Glut_4,0287 CA1-ProS Glut_4,#460784
288,CA1-ProS Glut_4,0288 CA1-ProS Glut_4,#14ef10
289,CA1-ProS Glut_5,0289 CA1-ProS Glut_5,#69d2ef
290,CA1-ProS Glut_5,0290 CA1-ProS Glut_5,#c9080b
291,CA1-ProS Glut_5,0291 CA1-ProS Glut_5,#39b71d
292,CA1-ProS Glut_5,0292 CA1-ProS Glut_5,#63ed6a
293,CA1-ProS Glut_6,0293 CA1-ProS Glut_6,#5e36ed
294,CA1-ProS Glut_6,0294 CA1-ProS Glut_6,#423D66
295,CA1-ProS Glut_6,0295 CA1-ProS Glut_6,#FF4DD0
296,CA3 Glut_1,0296 CA3 Glut_1,#13487a
297,CA3 Glut_1,0297 CA3 Glut_1,#0ca1f2
298,CA3 Glut_1,0298 CA3 Glut_1,#1ee500
299,CA3 Glut_1,0299 CA3 Glut_1,#73FFA8
300,CA3 Glut_1,0300 CA3 Glut_1,#e0625e
301,CA3 Glut_1,0301 CA3 Glut_1,#ce27ce
302,CA3 Glut_2,0302 CA3 Glut_2,#ff63d2
303,CA3 Glut_2,0303 CA3 Glut_2,#4774ef
304,CA3 Glut_2,0304 CA3 Glut_2,#a62bff
305,CA3 Glut_2,0305 CA3 Glut_2,#1ae80b
306,CA3 Glut_2,0306 CA3 Glut_2,#992E4C
307,CA3 Glut_3,0307 CA3 Glut_3,#5731bf
308,CA3 Glut_3,0308 CA3 Glut_3,#11037c
309,CA3 Glut_3,0309 CA3 Glut_3,#fc448a
310,CA3 Glut_3,0310 CA3 Glut_3,#3a1faf
311,CA3 Glut_3,0311 CA3 Glut_3,#189b55
312,CA3 Glut_3,0312 CA3 Glut_3,#5f42d6
313,CA3 Glut_4,0313 CA3 Glut_4,#6657ed
314,CA3 Glut_4,0314 CA3 Glut_4,#e7f959
315,CA3 Glut_4,0315 CA3 Glut_4,#dda41f
316,CA3 Glut_5,0316 CA3 Glut_5,#ed6ac8
317,CA3 Glut_5,0317 CA3 Glut_5,#f94f2c
318,L2 IT PPP-APr Glut_1,0318 L2 IT PPP-APr Glut_1,#A2FF4D
319,L2 IT PPP-APr Glut_1,0319 L2 IT PPP-APr Glut_1,#15377c
320,L2 IT PPP-APr Glut_1,0320 L2 IT PPP-APr Glut_1,#d67e0a
321,L2 IT PPP-APr Glut_1,0321 L2 IT PPP-APr Glut_1,#2d1bf7
322,L2 IT PPP-APr Glut_2,0322 L2 IT PPP-APr Glut_2,#c611ab
323,L2 IT PPP-APr Glut_2,0323 L2 IT PPP-APr Glut_2,#7c01b5
324,L2 IT PPP-APr Glut_2,0324 L2 IT PPP-APr Glut_2,#68ff72
